-83.0755,35.2865
-80.2321,38.2653
-79.4738,39.1414
-79.6634,38.6157
-123.6410,41.4192
-83.8337,35.1113
-111.3197,38.7909
-84.0233,35.1113
-105.8225,36.6883
-104.4956,44.5732
-104.1165,44.7484
-104.3060,44.3980
-120.6081,38.7909
-110.7510,40.1927
-110.5615,40.7184
-111.6988,38.9662
-111.8884,38.6157
-116.0587,44.2228
-111.3197,38.0901
-112.0779,35.4618
-112.2675,39.3166
-112.0779,39.4918
-112.4571,34.5857
-116.0587,44.3980
-112.2675,34.5857
-85.1606,34.5857
-101.0835,42.8210
-111.8884,34.7609
-112.0779,39.1414
-104.4956,44.7484
-100.8940,42.8210
-100.3253,41.9449
-112.2675,34.2352
-112.2675,38.9662
-111.8884,34.5857
-110.3719,40.5431
-109.8032,40.7184
-91.6056,47.5520
-105.2538,42.2953
-91.0369,46.6759
-112.8362,34.9361
-83.6441,35.2865
-83.4546,37.9148
-105.4434,42.6458
-112.0779,35.1113
-91.9847,47.3767
-105.4434,42.2953
-107.3390,40.1927
-118.3334,48.9537
-112.0779,34.4104
-118.3334,48.7785
-107.9076,33.0087
-117.7647,48.7785
-107.1494,40.1927
-107.7181,33.3591
-88.3831,45.4493
-105.8225,42.6458
-106.5807,40.8936
-105.2538,43.8723
-88.5727,45.2741
-104.6852,44.2228
-81.1799,37.2140
-80.9903,37.2140
-88.5727,45.9750
-112.4571,35.1113
-83.2650,34.0600
-82.5068,35.4618
-105.2538,42.4706
-84.2128,34.9361
-88.7622,46.1502
-84.0233,34.7609
-104.4956,44.2228
-88.1935,45.2741
-105.6329,42.4706
-80.4216,37.5644
-88.3831,45.2741
-105.2538,42.1201
-83.2650,34.5857
-80.4216,37.3892
-82.6963,35.6370
-90.8474,46.3254
-94.6385,34.0600
-104.6852,43.8723
-110.7510,40.0175
-93.6907,35.2865
-88.5727,45.6245
-89.8996,45.9750
-95.9655,33.5343
-90.8474,45.9750
-90.8474,46.5006
-88.7622,45.4493
-88.5727,45.4493
-104.3060,43.8723
-88.9518,46.1502
-105.0643,43.5219
-105.0643,43.6971
-105.0643,44.7484
-105.2538,43.6971
-105.2538,44.7484
-120.2290,48.4281
-82.8859,35.8122
-95.2072,31.6069
-95.7759,33.8848
-95.2072,31.2565
-94.8281,31.2565
-82.3172,36.1626
-91.2265,46.3254
-89.1413,46.1502
-112.2675,38.2653
-87.2458,34.2352
-91.0369,46.3254
-88.9518,45.9750
-90.8474,46.1502
-81.9381,35.8122
-117.9543,44.9237
-117.9543,44.5732
-119.6603,48.7785
-111.6988,34.5857
-119.8498,48.6033
-112.0779,34.5857
-108.4763,33.1839
-119.6603,48.6033
-123.8306,42.8210
-71.3228,44.2228
-106.3912,37.7396
-120.0394,48.4281
-111.8884,34.4104
-119.8498,48.7785
-120.0394,48.0776
-88.3831,45.6245
-123.4515,42.4706
-90.6578,46.1502
-123.4515,42.1201
-88.3831,45.7998
-118.7125,48.6033
-113.4049,42.1201
-83.4546,34.7609
-120.4185,47.9024
-83.8337,44.5732
-83.8337,34.7609
-112.0779,34.7609
-120.0394,48.6033
-112.2675,35.1113
-114.1631,42.2953
-106.3912,37.5644
-118.9021,48.6033
-80.0425,35.4618
-118.1438,44.5732
-112.0779,34.9361
-106.5807,37.9148
-120.4185,48.0776
-120.2290,48.7785
-117.0065,45.0989
-115.8691,36.5131
-107.1494,37.7396
-120.2290,48.2528
-120.2290,47.9024
-118.9021,48.9537
-120.2290,48.6033
-123.6410,42.2953
-124.0201,42.8210
-79.8530,35.4618
-81.9381,35.2865
-88.9518,45.7998
-90.6578,45.2741
-112.2675,32.4830
-112.8362,34.5857
-111.8884,34.9361
-113.9735,42.2953
-120.0394,48.7785
-124.2097,42.8210
-124.0201,42.6458
-120.7976,47.5520
-81.7486,35.8122
-120.6081,47.3767
-112.8362,34.7609
-120.4185,47.3767
-118.7125,48.9537
-121.1768,47.5520
-120.4185,47.2015
-120.6081,47.2015
-78.9052,41.4192
-117.9543,45.4493
-118.3334,45.2741
-80.2321,37.5644
-78.9052,38.0901
-111.5093,33.8848
-112.4571,34.4104
-120.9872,47.9024
-111.6988,33.8848
-107.1494,32.6582
-120.2290,38.4405
-114.7318,44.9237
-120.9872,46.6759
-120.9872,47.2015
-92.5534,31.4317
-121.1768,46.6759
-104.6852,38.7909
-92.5534,31.7821
-92.3638,31.4317
-120.0394,47.9024
-114.9213,44.7484
-120.4185,47.5520
-120.6081,47.5520
-111.5093,34.2352
-92.3638,31.0812
-111.5093,34.0600
-113.5944,44.5732
-121.1768,47.2015
-122.6932,41.0688
-78.5261,41.9449
-112.6466,44.2228
-105.2538,40.1927
-79.6634,33.3591
-120.6081,48.0776
-105.4434,40.0175
-120.7976,47.9024
-105.2538,40.0175
-120.7976,48.0776
-120.6081,47.9024
-105.4434,40.1927
-105.4434,40.5431
-105.6329,39.6670
-113.2153,44.3980
-105.4434,39.8423
-118.1438,34.2352
-120.4185,47.7272
-93.1221,31.7821
-123.0723,40.3679
-121.9350,41.2440
-123.0723,41.0688
-93.6907,31.6069
-97.4819,33.5343
-122.1246,40.3679
-95.0177,31.0812
-123.2619,40.8936
-91.7952,30.2051
-93.1221,32.8335
-115.1109,44.3980
-111.1301,34.4104
-92.7430,33.0087
-87.0562,46.5006
-86.6771,46.5006
-86.4875,46.3254
-84.7815,46.1502
-86.6771,46.3254
-122.1246,41.4192
-84.7815,46.3254
-86.4875,46.1502
-84.5919,46.3254
-120.2290,40.0175
-81.5590,34.4104
-84.4024,46.1502
-86.2980,46.1502
-81.5590,34.7609
-122.3141,41.4192
-108.2868,38.0901
-106.3912,38.4405
-108.0972,38.9662
-108.0972,38.2653
-108.2868,38.4405
-106.9599,38.9662
-106.7703,38.9662
-106.5807,38.9662
-106.2016,38.6157
-107.1494,38.9662
-106.3912,38.7909
-108.2868,38.2653
-107.9076,38.2653
-94.6385,34.9361
-107.1494,38.6157
-108.0972,38.0901
-108.0972,39.1414
-108.4763,38.6157
-107.7181,39.1414
-107.5285,38.0901
-108.6659,38.7909
-107.5285,38.2653
-106.7703,38.7909
-107.7181,35.2865
-108.2868,38.6157
-108.4763,39.1414
-102.9791,36.6883
-122.5037,41.0688
-121.9350,41.0688
-110.5615,31.6069
-123.2619,41.0688
-111.3197,34.2352
-111.1301,34.2352
-110.5615,31.4317
-123.4515,41.5945
-81.3694,33.5343
-122.6932,40.1927
-81.5590,33.5343
-81.5590,33.3591
-81.7486,33.3591
-81.5590,33.1839
-101.6522,37.3892
-92.3638,31.9573
-122.8828,42.8210
-92.7430,32.8335
-92.9325,31.7821
-92.9325,32.1326
-94.4490,34.4104
-116.6273,45.7998
-79.4738,33.1839
-92.9325,31.6069
-92.9325,31.4317
-79.8530,33.3591
-110.7510,33.8848
-86.6771,45.9750
-86.4875,45.9750
-109.6137,32.8335
-79.2843,33.1839
-93.3116,35.2865
-93.8803,35.6370
-90.6578,34.7609
-90.4683,34.7609
-85.9188,33.3591
-85.9188,33.5343
-87.2458,33.0087
-85.5397,33.7096
-87.0562,32.8335
-87.2458,34.4104
-85.3502,34.0600
-118.1438,44.7484
