-119.0527,44.3980,01/24/2016,01/31/2016
-92.2413,35.9874,01/02/2016,01/09/2016
-111.2688,40.0175,09/08/2014,09/15/2014
-109.3660,44.5732,09/19/2015,09/26/2015
-118.5338,44.2228,09/13/2015,09/20/2015
-93.1062,31.4317,06/20/2015,06/27/2015
-109.3660,45.0989,12/17/2015,12/25/2015
-92.7602,31.0812,01/13/2016,01/20/2016
-114.3823,47.0263,12/21/2015,12/28/2015
-118.3608,44.3980,11/04/2015,11/13/2015
-121.6474,45.4493,12/28/2015,01/04/2016
-114.3823,46.1502,11/04/2015,11/13/2015
-93.1062,35.6370,06/22/2015,06/29/2015
-93.6251,35.2865,02/11/2015,02/18/2015
-114.5553,47.3767,11/13/2015,11/23/2015
-92.4143,31.2565,01/04/2016,01/11/2016
-121.4744,45.2741,12/15/2015,12/22/2015
-115.7661,36.3379,12/02/2015,12/09/2015
-92.4143,31.0812,12/29/2015,01/05/2016
-115.5932,36.3379,01/19/2016,01/26/2016
-84.2844,30.3804,07/01/2015,07/08/2015
-104.0037,44.0476,06/11/2014,06/18/2014
-107.9822,34.2352,12/04/2014,12/12/2014
-121.3014,43.1714,11/22/2014,11/29/2014
-107.2903,34.2352,05/21/2014,05/28/2014
-118.8797,36.8635,01/12/2016,01/19/2016
-107.1173,34.0600,09/26/2012,10/05/2012
-116.9770,48.9537,11/09/2015,11/17/2015
-104.0037,43.8723,12/09/2014,12/16/2014
-116.8040,48.4281,11/08/2013,11/16/2013
-120.6095,42.4706,10/17/2015,10/24/2015
-121.3014,45.7998,01/11/2016,01/19/2016
-104.0037,44.2228,11/27/2013,12/04/2013
-116.1121,49.1289,11/13/2015,11/20/2015
-111.9607,44.5732,11/02/2013,11/09/2013
-121.1284,45.7998,12/07/2015,12/17/2015
-84.2844,30.2051,10/13/2015,10/20/2015
-81.8627,29.1538,09/28/2015,10/06/2015
-116.9770,48.4281,12/29/2015,01/05/2016
-116.9770,48.6033,01/16/2016,01/24/2016
-116.8040,48.6033,11/06/2015,11/13/2015
-81.6897,29.1538,03/11/2016,03/18/2016
-81.6897,29.5043,03/04/2016,03/17/2016
-114.7283,47.3767,12/12/2015,12/19/2015
-105.7335,35.9874,12/02/2014,12/10/2014
-109.0201,33.5343,10/21/2014,11/05/2014
-92.0683,48.0776,11/24/2012,12/10/2012
-91.3764,48.0776,10/23/2014,10/30/2014
-91.7224,47.2015,07/04/2015,07/11/2015
-91.5494,48.2528,10/31/2010,11/09/2010
-91.5494,47.9024,09/04/2014,09/11/2014
-109.1930,38.4405,12/06/2015,12/13/2015
-107.4633,33.7096,08/25/2013,09/02/2013
-114.2094,48.2528,12/23/2015,12/30/2015
-111.4417,35.1113,11/25/2015,12/05/2015
-109.8849,45.4493,10/18/2012,10/28/2012
-92.4143,31.7821,01/08/2016,01/15/2016
-109.3660,45.2741,12/21/2013,12/28/2013
-92.4143,31.6069,05/12/2015,05/19/2015
-105.5605,39.3166,11/07/2015,11/16/2015
-116.2851,49.1289,11/05/2013,11/14/2013
-107.2903,33.8848,09/06/2015,12/02/2015
-116.1121,48.6033,10/27/2015,11/05/2015
-114.5553,48.2528,12/28/2015,01/04/2016
-113.5174,48.4281,11/21/2015,11/29/2015
-120.0906,38.2653,12/14/2015,12/21/2015
-123.5501,41.2440,01/25/2016,02/01/2016
-118.5338,44.9237,11/01/2015,11/10/2015
-118.3608,45.0989,11/21/2014,11/28/2014
-92.7602,31.4317,01/04/2016,01/11/2016
-101.5821,37.2140,10/27/2008,11/04/2008
-106.4254,45.4493,10/20/2015,10/28/2015
-106.0795,45.4493,11/17/2015,11/24/2015
-106.0795,45.6245,01/19/2016,01/27/2016
-113.3445,47.9024,11/05/2014,12/31/2014
-106.0795,45.2741,10/06/2015,10/15/2015
-114.5553,44.3980,09/22/2014,09/29/2014
-111.4417,40.0175,12/06/2015,12/13/2015
-114.7283,44.3980,01/08/2015,02/15/2015
-101.7550,37.2140,07/02/2015,07/09/2015
-114.9013,44.3980,11/12/2015,11/19/2015
-101.9280,37.2140,07/02/2015,07/09/2015
-111.4417,34.9361,11/23/2015,11/30/2015
-106.5984,36.5131,10/16/2015,10/24/2015
-106.5984,37.7396,11/29/2014,12/06/2014
-93.9711,35.1113,01/10/2016,01/17/2016
-111.6147,39.6670,11/13/2015,11/24/2015
-120.6095,39.8423,11/30/2015,12/07/2015
-114.3823,44.3980,11/13/2013,11/25/2013
-111.0958,40.0175,10/21/2013,10/29/2013
-109.1930,38.6157,11/23/2015,11/30/2015
-118.7068,34.5857,11/25/2015,12/03/2015
-111.7877,39.4918,11/26/2015,12/03/2015
-117.6689,46.1502,10/01/2015,10/12/2015
-111.2688,35.1113,09/28/2014,10/12/2014
-90.6845,37.7396,08/06/2012,08/13/2012
-92.7602,31.9573,06/22/2015,06/29/2015
-113.5174,48.0776,11/05/2015,11/14/2015
-113.5174,37.3892,12/05/2015,12/13/2015
-91.2035,37.9148,06/22/2015,07/05/2015
-118.7068,36.1626,01/19/2016,01/27/2016
-115.0742,44.7484,11/11/2011,11/20/2011
-118.5338,36.1626,09/23/2015,09/30/2015
-90.8575,37.9148,02/06/2016,02/13/2016
-114.5553,44.9237,11/11/2008,11/22/2008
-118.3608,36.3379,10/23/2015,10/31/2015
-91.0305,37.9148,02/06/2016,02/13/2016
-116.8040,33.1839,09/01/2015,09/08/2015
-123.7231,45.4493,11/30/2015,12/07/2015
-120.4365,42.6458,07/14/2015,07/22/2015
-124.0690,43.5219,11/13/2015,11/20/2015
-115.0742,44.5732,10/15/2014,10/24/2014
-111.7877,39.6670,11/26/2015,12/03/2015
-111.0958,39.6670,09/25/2015,10/02/2015
-111.4417,39.4918,11/05/2013,11/12/2013
-93.2792,34.9361,04/30/2015,05/07/2015
-109.7120,37.9148,09/17/2015,09/25/2015
-124.0690,43.6971,09/18/2015,09/25/2015
-109.7120,37.7396,11/04/2015,11/11/2015
-116.1121,48.9537,01/04/2016,01/19/2016
-90.8575,37.7396,02/06/2016,02/13/2016
-122.3393,43.6971,12/05/2015,12/12/2015
-101.9280,37.0387,12/05/2007,12/12/2007
-124.0690,44.2228,11/09/2015,11/16/2015
-116.4581,47.7272,11/16/2015,11/24/2015
-111.6147,34.9361,09/23/2015,10/21/2015
-120.6095,42.1201,11/21/2015,11/28/2015
-122.3393,43.8723,01/01/2016,01/09/2016
-121.4744,44.0476,10/27/2015,11/03/2015
-122.1663,43.8723,10/02/2015,10/10/2015
-111.2688,34.9361,10/30/2015,11/07/2015
-120.9554,45.7998,12/23/2015,12/30/2015
-119.7446,44.3980,12/22/2015,12/29/2015
-120.7825,45.7998,10/26/2015,11/03/2015
-119.5716,44.2228,09/18/2015,09/27/2015
-120.0906,44.3980,10/12/2015,10/19/2015
-116.2851,48.9537,12/22/2015,12/30/2015
-109.8849,37.7396,12/01/2015,12/10/2015
-119.9176,44.3980,01/13/2016,01/21/2016
-118.5338,44.0476,07/09/2015,07/17/2015
-119.0527,43.8723,10/03/2015,10/10/2015
-105.2146,39.1414,10/24/2015,10/31/2015
-121.6474,45.7998,12/22/2015,12/30/2015
-121.6474,44.3980,11/01/2015,11/08/2015
-121.4744,45.7998,12/19/2015,01/03/2016
-118.3608,45.4493,11/01/2015,11/10/2015
-119.0527,44.0476,09/20/2015,09/28/2015
-118.7068,44.2228,12/15/2014,12/23/2014
-113.8634,47.9024,10/06/2015,10/15/2015
-113.8634,48.4281,12/05/2015,12/12/2015
-117.4959,45.2741,11/03/2015,12/04/2015
-111.9607,42.9962,12/30/2012,01/10/2013
-111.2688,44.7484,10/02/2014,10/10/2014
-116.2851,48.0776,11/02/2015,11/10/2015
-116.2851,48.2528,10/16/2015,10/23/2015
-115.9391,48.4281,11/03/2014,11/16/2014
-116.4581,48.9537,10/20/2015,02/15/2016
-116.4581,48.0776,01/18/2016,01/25/2016
-116.1121,48.4281,12/16/2014,01/21/2015
-111.0958,44.0476,11/12/2005,11/20/2005
-121.1284,43.6971,10/25/2015,11/01/2015
-106.2524,36.5131,10/03/2014,10/12/2014
-92.0683,37.0387,01/04/2016,01/13/2016
-102.9659,43.3467,09/24/2015,10/01/2015
-118.3608,44.9237,12/15/2015,12/23/2015
-92.2413,37.0387,07/23/2015,07/30/2015
-118.5338,45.2741,11/02/2015,11/09/2015
-91.8954,37.0387,01/07/2016,01/14/2016
-119.2257,44.0476,09/18/2015,09/25/2015
-122.1663,43.6971,12/28/2015,01/04/2016
