PostalCode,Town,Region,ShortCode,Area,Latitude,Longitude
52060,Rutherfordton,North Carolina,NC,Rutherford,35.3706,-81.9781
52064,Spindale,North Carolina,NC,Rutherford,35.3601,-81.9251
52065,Union Mills,North Carolina,NC,Rutherford,35.4732,-81.9685
52066,Chimney Rock,North Carolina,NC,Rutherford,35.4369,-82.2417
52068,Lake Lure,North Carolina,NC,Rutherford,35.4464,-82.1752
52069,Autryville,North Carolina,NC,Sampson,35.0997,-78.6021
52070,Clinton,North Carolina,NC,Sampson,35.0151,-78.326
52071,Clinton,North Carolina,NC,Sampson,34.9979,-78.3233
52072,Newton Grove,North Carolina,NC,Sampson,35.2301,-78.3594
52073,Roseboro,North Carolina,NC,Sampson,34.9639,-78.5133
52074,Salemburg,North Carolina,NC,Sampson,35.0515,-78.4714
52075,Turkey,North Carolina,NC,Sampson,34.9857,-78.2121
52076,Garland,North Carolina,NC,Sampson,34.7897,-78.4309
52077,Harrells,North Carolina,NC,Sampson,34.6769,-78.243
52078,Ivanhoe,North Carolina,NC,Sampson,34.6233,-78.2342
52079,Gibson,North Carolina,NC,Scotland,34.7549,-79.5839
52099,Laurel Hill,North Carolina,NC,Scotland,34.8238,-79.5491
52101,Laurinburg,North Carolina,NC,Scotland,34.7599,-79.4673
52132,Laurinburg,North Carolina,NC,Scotland,34.7818,-79.4824
52133,Wagram,North Carolina,NC,Scotland,34.9044,-79.3959
52134,Albemarle,North Carolina,NC,Stanly,35.3573,-80.2044
52135,Albemarle,North Carolina,NC,Stanly,35.3501,-80.2001
52136,Badin,North Carolina,NC,Stanly,35.406,-80.1167
52140,Locust,North Carolina,NC,Stanly,35.2704,-80.4211
52141,Misenheimer,North Carolina,NC,Stanly,35.4849,-80.2884
52142,New London,North Carolina,NC,Stanly,35.4285,-80.2057
52144,Norwood,North Carolina,NC,Stanly,35.2275,-80.1433
52146,Oakboro,North Carolina,NC,Stanly,35.246,-80.3413
52147,Richfield,North Carolina,NC,Stanly,35.4541,-80.2838
52149,Stanfield,North Carolina,NC,Stanly,35.2106,-80.4407
52151,Danbury,North Carolina,NC,Stokes,36.4559,-80.2194
52154,Germanton,North Carolina,NC,Stokes,36.2725,-80.2254
52155,King,North Carolina,NC,Stokes,36.295,-80.356
52156,Lawsonville,North Carolina,NC,Stokes,36.5132,-80.2103
52157,Pine Hall,North Carolina,NC,Stokes,36.3482,-80.0495
52158,Pinnacle,North Carolina,NC,Stokes,36.3339,-80.4391
52159,Sandy Ridge,North Carolina,NC,Stokes,36.49,-80.0859
52160,Walnut Cove,North Carolina,NC,Stokes,36.3189,-80.1484
52161,Ararat,North Carolina,NC,Surry,36.3859,-80.5895
52162,Dobson,North Carolina,NC,Surry,36.3698,-80.7101
52163,Lowgap,North Carolina,NC,Surry,36.503,-80.7889
52164,Mount Airy,North Carolina,NC,Surry,36.5007,-80.6119
52165,White Plains,North Carolina,NC,Surry,36.3994,-80.7081
52166,Pilot Mountain,North Carolina,NC,Surry,36.4109,-80.4921
52168,Siloam,North Carolina,NC,Surry,36.3002,-80.5772
52169,Toast,North Carolina,NC,Surry,36.5004,-80.6265
52170,Westfield,North Carolina,NC,Surry,36.4674,-80.3677
52171,Elkin,North Carolina,NC,Surry,36.2872,-80.8554
52172,State Road,North Carolina,NC,Surry,36.3422,-80.8653
52175,Almond,North Carolina,NC,Swain,35.3698,-83.5652
52201,Bryson City,North Carolina,NC,Swain,35.4241,-83.4392
52202,Cherokee,North Carolina,NC,Swain,35.5094,-83.3144
52203,Balsam Grove,North Carolina,NC,Transylvania,35.2298,-82.8779
52204,Brevard,North Carolina,NC,Transylvania,35.2208,-82.7404
52205,Cedar Mountain,North Carolina,NC,Transylvania,35.1508,-82.6374
52206,Lake Toxaway,North Carolina,NC,Transylvania,35.1451,-82.9191
52207,Penrose,North Carolina,NC,Transylvania,35.2524,-82.6222
52208,Pisgah Forest,North Carolina,NC,Transylvania,35.2599,-82.6695
52209,Rosman,North Carolina,NC,Transylvania,35.1437,-82.8212
52210,Sapphire,North Carolina,NC,Transylvania,35.0666,-83.0019
52211,Columbia,North Carolina,NC,Tyrrell,35.9057,-76.2345
52212,Indian Trail,North Carolina,NC,Union,35.0831,-80.6597
52213,Marshville,North Carolina,NC,Union,35.0167,-80.3781
52214,Mineral Springs,North Carolina,NC,Union,34.9379,-80.6687
52215,Monroe,North Carolina,NC,Union,35.0178,-80.5372
52216,Monroe,North Carolina,NC,Union,35.0112,-80.5587
52217,Monroe,North Carolina,NC,Union,34.8946,-80.554
52218,Waxhaw,North Carolina,NC,Union,34.9251,-80.7278
52219,Wingate,North Carolina,NC,Union,34.9847,-80.4476
52220,Henderson,North Carolina,NC,Vance,36.3301,-78.3981
52221,Henderson,North Carolina,NC,Vance,36.36,-78.3906
52222,Kittrell,North Carolina,NC,Vance,36.2042,-78.4241
52223,Manson,North Carolina,NC,Vance,36.4603,-78.2952
52224,Middleburg,North Carolina,NC,Vance,36.3996,-78.3225
52225,Townsville,North Carolina,NC,Vance,36.4946,-78.4236
52227,Apex,North Carolina,NC,Wake,35.7225,-78.8408
52228,Cary,North Carolina,NC,Wake,35.7641,-78.7786
52229,Cary,North Carolina,NC,Wake,35.8084,-78.8395
52231,Cary,North Carolina,NC,Wake,35.7956,-78.7941
52232,Cary,North Carolina,NC,Wake,35.7299,-78.7735
52233,Cary,North Carolina,NC,Wake,35.8072,-78.887
52235,Apex,North Carolina,NC,Wake,35.7225,-78.8408
52236,Fuquay Varina,North Carolina,NC,Wake,35.58,-78.7908
52237,Garner,North Carolina,NC,Wake,35.6813,-78.5975
52240,Apex,North Carolina,NC,Wake,35.7225,-78.8408
52241,Holly Springs,North Carolina,NC,Wake,35.6263,-78.8458
52242,Knightdale,North Carolina,NC,Wake,35.7789,-78.4898
52243,Morrisville,North Carolina,NC,Wake,35.8344,-78.8466
52244,New Hill,North Carolina,NC,Wake,35.6809,-78.9365
52245,Rolesville,North Carolina,NC,Wake,35.9156,-78.4658
52246,Wake Forest,North Carolina,NC,Wake,35.9815,-78.5392
52247,Wake Forest,North Carolina,NC,Wake,35.9731,-78.4508
52248,Wendell,North Carolina,NC,Wake,35.798,-78.3926
52249,Willow Spring,North Carolina,NC,Wake,35.547,-78.6717
52251,Zebulon,North Carolina,NC,Wake,35.8321,-78.3174
52252,Raleigh,North Carolina,NC,Wake,35.7727,-78.6324
52253,Raleigh,North Carolina,NC,Wake,35.7587,-78.6711
52254,Raleigh,North Carolina,NC,Wake,35.7076,-78.6563
52255,Raleigh,North Carolina,NC,Wake,35.8334,-78.5799
52257,Raleigh,North Carolina,NC,Wake,35.7908,-78.653
52301,Raleigh,North Carolina,NC,Wake,35.7645,-78.7112
52302,Raleigh,North Carolina,NC,Wake,35.8014,-78.6877
52305,Raleigh,North Carolina,NC,Wake,35.8077,-78.6463
52306,Raleigh,North Carolina,NC,Wake,35.848,-78.6317
52307,Raleigh,North Carolina,NC,Wake,35.7667,-78.6008
52308,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52309,Raleigh,North Carolina,NC,Wake,35.852,-78.6841
52310,Raleigh,North Carolina,NC,Wake,35.8949,-78.7051
52312,Raleigh,North Carolina,NC,Wake,35.9457,-78.6433
52313,Raleigh,North Carolina,NC,Wake,35.8887,-78.6393
52314,Raleigh,North Carolina,NC,Wake,35.8673,-78.5381
52315,Raleigh,North Carolina,NC,Wake,35.9034,-78.7447
52316,Raleigh,North Carolina,NC,Wake,35.8515,-78.6314
52317,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52318,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52320,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52321,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52322,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52323,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52324,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52325,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52326,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52327,Raleigh,North Carolina,NC,Wake,35.8175,-78.5524
52328,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52329,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52330,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52332,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52333,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52334,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52335,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52336,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52337,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52338,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52339,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52340,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52341,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52342,Raleigh,North Carolina,NC,Wake,35.7721,-78.6386
52344,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52345,Raleigh,North Carolina,NC,Wake,35.7977,-78.6253
52346,Macon,North Carolina,NC,Warren,36.507,-77.9975
52347,Norlina,North Carolina,NC,Warren,36.4754,-78.1895
52348,Ridgeway,North Carolina,NC,Warren,36.4357,-78.2367
52349,Vaughan,North Carolina,NC,Warren,36.4265,-78.0036
52351,Warrenton,North Carolina,NC,Warren,36.3539,-78.1594
52352,Wise,North Carolina,NC,Warren,36.4865,-78.1708
52353,Creswell,North Carolina,NC,Washington,35.8653,-76.4196
52354,Plymouth,North Carolina,NC,Washington,35.8508,-76.7431
52355,Roper,North Carolina,NC,Washington,35.8994,-76.5809
52356,Blowing Rock,North Carolina,NC,Watauga,36.1355,-81.6996
52358,Boone,North Carolina,NC,Watauga,36.2142,-81.666
52359,Boone,North Carolina,NC,Watauga,36.2168,-81.6746
52361,Deep Gap,North Carolina,NC,Watauga,36.2136,-81.5163
52362,Sugar Grove,North Carolina,NC,Watauga,36.2627,-81.8441
52401,Valle Crucis,North Carolina,NC,Watauga,36.2092,-81.7789
52402,Vilas,North Carolina,NC,Watauga,36.2574,-81.7652
52403,Zionville,North Carolina,NC,Watauga,36.3194,-81.7476
52404,Goldsboro,North Carolina,NC,Wayne,35.3683,-78.0929
52405,Goldsboro,North Carolina,NC,Wayne,35.343,-77.9644
52406,Goldsboro,North Carolina,NC,Wayne,35.372,-78.0524
52407,Goldsboro,North Carolina,NC,Wayne,35.372,-78.0524
52408,Goldsboro,North Carolina,NC,Wayne,35.3664,-77.9221
52409,Fremont,North Carolina,NC,Wayne,35.5553,-77.958
52410,Pikeville,North Carolina,NC,Wayne,35.4929,-77.9578
52411,Dudley,North Carolina,NC,Wayne,35.2926,-78.0273
52497,Mount Olive,North Carolina,NC,Wayne,35.2109,-78.0983
52498,Seven Springs,North Carolina,NC,Wayne,35.2105,-77.9146
52499,Boomer,North Carolina,NC,Wilkes,36.0552,-81.3137
52501,Ferguson,North Carolina,NC,Wilkes,36.1283,-81.3864
52530,Hays,North Carolina,NC,Wilkes,36.31,-81.1161
52531,Mc Grady,North Carolina,NC,Wilkes,36.3103,-81.1912
52533,Millers Creek,North Carolina,NC,Wilkes,36.2119,-81.2485
52534,Moravian Falls,North Carolina,NC,Wilkes,36.0788,-81.1781
52535,North Wilkesboro,North Carolina,NC,Wilkes,36.2384,-81.046
52536,North Wilkesboro,North Carolina,NC,Wilkes,36.2017,-81.1286
52537,Purlear,North Carolina,NC,Wilkes,36.1964,-81.3528
52540,Roaring River,North Carolina,NC,Wilkes,36.1916,-81.0004
52542,Ronda,North Carolina,NC,Wilkes,36.2059,-80.927
52543,Thurmond,North Carolina,NC,Wilkes,36.3562,-80.9317
52544,Traphill,North Carolina,NC,Wilkes,36.3301,-81.0151
52548,Wilkesboro,North Carolina,NC,Wilkes,36.1359,-81.1573
52549,Black Creek,North Carolina,NC,Wilson,35.6352,-77.933
52550,Elm City,North Carolina,NC,Wilson,35.811,-77.856
52551,Lucama,North Carolina,NC,Wilson,35.6415,-78.0197
52552,Saratoga,North Carolina,NC,Wilson,35.6538,-77.7755
52553,Sims,North Carolina,NC,Wilson,35.7435,-78.0859
52554,Stantonsburg,North Carolina,NC,Wilson,35.594,-77.8378
52555,Wilson,North Carolina,NC,Wilson,35.727,-77.9227
52556,Wilson,North Carolina,NC,Wilson,35.7158,-77.9043
52557,Wilson,North Carolina,NC,Wilson,35.7199,-77.9267
52560,Wilson,North Carolina,NC,Wilson,35.7715,-77.973
52561,Boonville,North Carolina,NC,Yadkin,36.234,-80.6357
52562,East Bend,North Carolina,NC,Yadkin,36.2032,-80.5284
52563,Hamptonville,North Carolina,NC,Yadkin,36.1242,-80.8137
52565,Yadkinville,North Carolina,NC,Yadkin,36.1277,-80.653
52566,Jonesville,North Carolina,NC,Yadkin,36.2286,-80.787
52567,Burnsville,North Carolina,NC,Yancey,35.903,-82.2876
52568,Green Mountain,North Carolina,NC,Yancey,35.9937,-82.259
52569,Micaville,North Carolina,NC,Yancey,35.9096,-82.2132
52570,Hettinger,North Dakota,ND,Adams,46.0578,-102.7851
52571,Reeder,North Dakota,ND,Adams,46.1116,-102.9405
52572,Fingal,North Dakota,ND,Barnes,46.7728,-97.7812
52573,Kathryn,North Dakota,ND,Barnes,46.7177,-97.9763
52574,Nome,North Dakota,ND,Barnes,46.6748,-97.7911
52576,Oriska,North Dakota,ND,Barnes,46.9433,-97.7853
52577,Pillsbury,North Dakota,ND,Barnes,47.1862,-97.7605
52580,Valley City,North Dakota,ND,Barnes,46.9268,-98.0033
52581,Dazey,North Dakota,ND,Barnes,47.1828,-98.1616
52583,Litchville,North Dakota,ND,Barnes,46.6536,-98.1943
52584,Rogers,North Dakota,ND,Barnes,47.0741,-98.2136
52585,Sanborn,North Dakota,ND,Barnes,46.9271,-98.2336
52586,Wimbledon,North Dakota,ND,Barnes,47.1438,-98.4329
52588,Esmond,North Dakota,ND,Benson,48.0419,-99.7617
52590,Fort Totten,North Dakota,ND,Benson,47.9811,-99.0264
52591,Knox,North Dakota,ND,Benson,48.3388,-99.6713
52593,Leeds,North Dakota,ND,Benson,48.2889,-99.4376
52594,Maddock,North Dakota,ND,Benson,47.9625,-99.5301
52595,Minnewaukan,North Dakota,ND,Benson,48.0698,-99.2743
52601,Oberon,North Dakota,ND,Benson,47.9487,-99.1401
52619,Saint Michael,North Dakota,ND,Benson,47.985,-98.8721
52620,Tokio,North Dakota,ND,Benson,47.9247,-98.8162
52621,Warwick,North Dakota,ND,Benson,47.8913,-98.681
52623,York,North Dakota,ND,Benson,48.2565,-99.6025
52624,Fairfield,North Dakota,ND,Billings,47.2329,-103.3056
52625,Medora,North Dakota,ND,Billings,46.9387,-103.5632
52626,Bottineau,North Dakota,ND,Bottineau,48.8451,-100.4329
52627,Willow City,North Dakota,ND,Bottineau,48.6062,-100.2968
52630,Antler,North Dakota,ND,Bottineau,48.9585,-101.3338
52631,Kramer,North Dakota,ND,Bottineau,48.6867,-100.6716
52632,Lansford,North Dakota,ND,Bottineau,48.6254,-101.3858
52635,Maxbass,North Dakota,ND,Bottineau,48.7722,-101.2563
52637,Newburg,North Dakota,ND,Bottineau,48.6982,-100.9681
52638,Souris,North Dakota,ND,Bottineau,48.8738,-100.7359
52639,Westhope,North Dakota,ND,Bottineau,48.9051,-101.0338
52640,Bowman,North Dakota,ND,Bowman,46.1733,-103.402
52641,Rhame,North Dakota,ND,Bowman,46.1664,-103.7079
52642,Scranton,North Dakota,ND,Bowman,46.0916,-103.1354
52644,Bowbells,North Dakota,ND,Burke,48.8378,-102.2839
52645,Columbus,North Dakota,ND,Burke,48.8434,-102.798
52646,Flaxton,North Dakota,ND,Burke,48.8772,-102.3823
52647,Lignite,North Dakota,ND,Burke,48.8481,-102.5542
52648,Portal,North Dakota,ND,Burke,48.9758,-102.548
52649,Powers Lake,North Dakota,ND,Burke,48.6551,-102.6795
52650,Regan,North Dakota,ND,Burleigh,47.1527,-100.5224
52651,Wing,North Dakota,ND,Burleigh,47.1519,-100.3072
52652,Bismarck,North Dakota,ND,Burleigh,46.8083,-100.7837
52653,Bismarck,North Dakota,ND,Burleigh,46.8887,-100.6819
52654,Bismarck,North Dakota,ND,Burleigh,46.8394,-100.7843
52655,Bismarck,North Dakota,ND,Burleigh,46.7231,-100.678
52656,Bismarck,North Dakota,ND,Burleigh,46.8165,-100.7805
52657,Bismarck,North Dakota,ND,Burleigh,46.8083,-100.7837
52658,Bismarck,North Dakota,ND,Burleigh,46.8083,-100.7837
52659,Baldwin,North Dakota,ND,Burleigh,46.9543,-100.7615
52660,Driscoll,North Dakota,ND,Burleigh,46.8511,-100.1441
52701,Menoken,North Dakota,ND,Burleigh,46.8205,-100.5312
52720,Moffit,North Dakota,ND,Burleigh,46.6757,-100.2975
52721,Sterling,North Dakota,ND,Burleigh,46.8436,-100.2744
52722,Absaraka,North Dakota,ND,Cass,46.9763,-97.4069
52726,Amenia,North Dakota,ND,Cass,47.0194,-97.2048
52727,Argusville,North Dakota,ND,Cass,47.1066,-96.9058
52728,Arthur,North Dakota,ND,Cass,47.1048,-97.2097
52729,Ayr,North Dakota,ND,Cass,47.0139,-97.4629
52730,Buffalo,North Dakota,ND,Cass,46.9264,-97.5352
52731,Casselton,North Dakota,ND,Cass,46.8992,-97.2138
52732,Davenport,North Dakota,ND,Cass,46.6968,-97.0871
52733,Erie,North Dakota,ND,Cass,47.1128,-97.3849
52734,Gardner,North Dakota,ND,Cass,47.1252,-96.9901
52736,Grandin,North Dakota,ND,Cass,47.2158,-97.0207
52737,Harwood,North Dakota,ND,Cass,46.9565,-96.9654
52738,Horace,North Dakota,ND,Cass,46.7101,-96.8851
52739,Hunter,North Dakota,ND,Cass,47.1905,-97.217
52742,Kindred,North Dakota,ND,Cass,46.6543,-97.0049
52745,Leonard,North Dakota,ND,Cass,46.6593,-97.2725
52746,Mapleton,North Dakota,ND,Cass,46.8614,-97.1157
52747,Page,North Dakota,ND,Cass,47.1515,-97.5967
52748,Tower City,North Dakota,ND,Cass,46.9119,-97.6594
52749,West Fargo,North Dakota,ND,Cass,46.8907,-96.9258
52750,Wheatland,North Dakota,ND,Cass,46.8326,-97.3461
52751,Fargo,North Dakota,ND,Cass,46.9209,-96.8318
52752,Fargo,North Dakota,ND,Cass,46.8564,-96.8123
52753,Fargo,North Dakota,ND,Cass,46.7932,-96.8397
52754,Fargo,North Dakota,ND,Cass,46.8954,-96.8078
52755,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52756,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52757,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52758,Fargo,North Dakota,ND,Cass,46.8235,-96.8148
52759,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52760,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52761,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52765,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52766,Fargo,North Dakota,ND,Cass,46.8772,-96.7898
52767,Hannah,North Dakota,ND,Cavalier,48.9594,-98.7237
52768,Langdon,North Dakota,ND,Cavalier,48.7866,-98.3566
52769,Maida,North Dakota,ND,Cavalier,48.9986,-98.3648
52771,Milton,North Dakota,ND,Cavalier,48.617,-98.0183
52772,Osnabrock,North Dakota,ND,Cavalier,48.6689,-98.1512
52773,Wales,North Dakota,ND,Cavalier,48.9216,-98.5596
52774,Alsen,North Dakota,ND,Cavalier,48.6525,-98.5795
52776,Calvin,North Dakota,ND,Cavalier,48.851,-98.8808
52777,Munich,North Dakota,ND,Cavalier,48.6694,-98.8355
52778,Nekoma,North Dakota,ND,Cavalier,48.5772,-98.3704
52801,Sarles,North Dakota,ND,Cavalier,48.9458,-98.996
52802,Ellendale,North Dakota,ND,Dickey,46.0073,-98.5138
52803,Forbes,North Dakota,ND,Dickey,46.0109,-98.8124
52804,Fullerton,North Dakota,ND,Dickey,46.1951,-98.3882
52805,Oakes,North Dakota,ND,Dickey,46.1095,-98.2257
52806,Crosby,North Dakota,ND,Divide,48.8836,-103.274
52807,Noonan,North Dakota,ND,Divide,48.8856,-103.0098
52808,Ambrose,North Dakota,ND,Divide,48.8165,-103.4673
52809,Fortuna,North Dakota,ND,Divide,48.8813,-103.7415
53001,Dodge,North Dakota,ND,Dunn,47.3049,-102.1985
53002,Dunn Center,North Dakota,ND,Dunn,47.3536,-102.6205
53003,Halliday,North Dakota,ND,Dunn,47.3517,-102.3368
53004,Killdeer,North Dakota,ND,Dunn,47.4109,-102.7762
53005,Manning,North Dakota,ND,Dunn,47.1258,-102.6806
53006,Marshall,North Dakota,ND,Dunn,47.1381,-102.333
53007,New Rockford,North Dakota,ND,Eddy,47.7174,-98.8987
53008,Sheyenne,North Dakota,ND,Eddy,47.8184,-99.0583
53010,Braddock,North Dakota,ND,Emmons,46.5603,-100.1075
53011,Hague,North Dakota,ND,Emmons,46.0589,-99.9745
53012,Hazelton,North Dakota,ND,Emmons,46.4875,-100.2733
53013,Kintyre,North Dakota,ND,Emmons,46.5736,-99.9705
53014,Linton,North Dakota,ND,Emmons,46.1855,-100.2331
53015,Strasburg,North Dakota,ND,Emmons,46.0979,-100.2119
53016,Carrington,North Dakota,ND,Foster,47.4573,-98.8933
53017,Glenfield,North Dakota,ND,Foster,47.4569,-98.6916
53018,Grace City,North Dakota,ND,Foster,47.5536,-98.8095
53019,Mchenry,North Dakota,ND,Foster,47.5604,-98.5726
53020,Beach,North Dakota,ND,Golden Valley,46.9324,-103.9843
53021,Golva,North Dakota,ND,Golden Valley,46.7075,-103.9575
53022,Sentinel Butte,North Dakota,ND,Golden Valley,46.8305,-103.8001
53023,Grand Forks,North Dakota,ND,Grand Forks,47.901,-97.0446
53024,Grand Forks,North Dakota,ND,Grand Forks,47.9215,-97.0735
53026,Grand Forks,North Dakota,ND,Grand Forks,47.9272,-97.0672
53027,Grand Forks Afb,North Dakota,ND,Grand Forks,47.9679,-97.3675
53029,Grand Forks Afb,North Dakota,ND,Grand Forks,47.9515,-97.379
53031,Grand Forks,North Dakota,ND,Grand Forks,47.9253,-97.0329
53032,Grand Forks,North Dakota,ND,Grand Forks,47.9253,-97.0329
53033,Grand Forks,North Dakota,ND,Grand Forks,47.9253,-97.0329
53034,Arvilla,North Dakota,ND,Grand Forks,47.9093,-97.4871
53035,Emerado,North Dakota,ND,Grand Forks,47.9214,-97.263
53036,Gilby,North Dakota,ND,Grand Forks,48.0853,-97.4706
53037,Inkster,North Dakota,ND,Grand Forks,48.1514,-97.6443
53038,Larimore,North Dakota,ND,Grand Forks,47.9115,-97.6264
53039,Manvel,North Dakota,ND,Grand Forks,48.0853,-97.1943
53040,Mekinock,North Dakota,ND,Grand Forks,48.0074,-97.4305
53042,Niagara,North Dakota,ND,Grand Forks,47.9848,-97.8334
53044,Northwood,North Dakota,ND,Grand Forks,47.7591,-97.6038
53045,Reynolds,North Dakota,ND,Grand Forks,47.7068,-97.2092
53046,Thompson,North Dakota,ND,Grand Forks,47.7766,-97.0962
53047,Carson,North Dakota,ND,Grant,46.4624,-101.5387
53048,Elgin,North Dakota,ND,Grant,46.3679,-101.7558
53049,New Leipzig,North Dakota,ND,Grant,46.3823,-101.9619
53050,Raleigh,North Dakota,ND,Grant,46.3352,-101.2827
53051,Shields,North Dakota,ND,Grant,46.1838,-101.2589
53052,Binford,North Dakota,ND,Griggs,47.5739,-98.3546
53056,Cooperstown,North Dakota,ND,Griggs,47.4527,-98.1533
53057,Hannaford,North Dakota,ND,Griggs,47.3786,-98.3502
53058,Jessie,North Dakota,ND,Griggs,47.5422,-98.2382
53059,Sutton,North Dakota,ND,Griggs,47.3854,-98.432
53060,Mott,North Dakota,ND,Hettinger,46.3696,-102.327
53061,New England,North Dakota,ND,Hettinger,46.5128,-102.8358
53062,Regent,North Dakota,ND,Hettinger,46.4235,-102.5684
53063,Dawson,North Dakota,ND,Kidder,46.8686,-99.7515
53064,Pettibone,North Dakota,ND,Kidder,47.12,-99.5279
53065,Robinson,North Dakota,ND,Kidder,47.1749,-99.7457
53066,Steele,North Dakota,ND,Kidder,46.8524,-99.9336
53069,Tappen,North Dakota,ND,Kidder,46.8336,-99.6019
53070,Tuttle,North Dakota,ND,Kidder,47.1626,-99.9873
53072,Berlin,North Dakota,ND,LaMoure,46.3786,-98.4898
53073,Dickey,North Dakota,ND,LaMoure,46.5426,-98.4682
53074,Edgeley,North Dakota,ND,LaMoure,46.3591,-98.7157
53075,Jud,North Dakota,ND,LaMoure,46.5511,-98.8667
53076,Kulm,North Dakota,ND,LaMoure,46.3073,-98.9427
53078,Lamoure,North Dakota,ND,LaMoure,46.3844,-98.3587
53079,Marion,North Dakota,ND,LaMoure,46.5514,-98.369
53080,Verona,North Dakota,ND,LaMoure,46.3712,-98.0895
53081,Fredonia,North Dakota,ND,Logan,46.3701,-99.1733
53082,Gackle,North Dakota,ND,Logan,46.5913,-99.2191
53083,Napoleon,North Dakota,ND,Logan,46.4867,-99.7725
53085,Anamoose,North Dakota,ND,McHenry,47.8703,-100.2529
53086,Balfour,North Dakota,ND,McHenry,47.9685,-100.5209
53088,Bantry,North Dakota,ND,McHenry,48.5351,-100.5954
53089,Deering,North Dakota,ND,McHenry,48.4057,-101.0337
53090,Drake,North Dakota,ND,McHenry,47.9024,-100.379
53091,Granville,North Dakota,ND,McHenry,48.2566,-100.8082
53092,Karlsruhe,North Dakota,ND,McHenry,48.1009,-100.5742
53093,Norwich,North Dakota,ND,McHenry,48.2491,-100.9712
53094,Towner,North Dakota,ND,McHenry,48.3636,-100.4854
53095,Upham,North Dakota,ND,McHenry,48.5816,-100.7323
53097,Velva,North Dakota,ND,McHenry,48.0675,-100.9346
53098,Voltaire,North Dakota,ND,McHenry,47.986,-100.7988
53099,Ashley,North Dakota,ND,McIntosh,46.0537,-99.3164
53101,Lehr,North Dakota,ND,McIntosh,46.2586,-99.3491
53102,Wishek,North Dakota,ND,McIntosh,46.1917,-99.6131
53103,Zeeland,North Dakota,ND,McIntosh,46.0055,-99.7725
53104,Grassy Butte,North Dakota,ND,McKenzie,47.4431,-103.2944
53105,Mandaree,North Dakota,ND,McKenzie,47.7292,-102.676
53108,Alexander,North Dakota,ND,McKenzie,47.7947,-103.6546
53109,Arnegard,North Dakota,ND,McKenzie,47.8088,-103.4538
53110,Cartwright,North Dakota,ND,McKenzie,47.7992,-103.9487
53114,Keene,North Dakota,ND,McKenzie,47.9405,-102.8906
53115,Watford City,North Dakota,ND,McKenzie,47.8043,-103.2582
53118,Coleharbor,North Dakota,ND,McLean,47.5442,-101.2238
53119,Garrison,North Dakota,ND,McLean,47.6675,-101.6142
53120,Mercer,North Dakota,ND,McLean,47.4858,-100.7171
53121,Riverdale,North Dakota,ND,McLean,47.4975,-101.3713
53122,Turtle Lake,North Dakota,ND,McLean,47.5414,-100.8814
53125,Underwood,North Dakota,ND,McLean,47.4602,-101.1898
53126,Washburn,North Dakota,ND,McLean,47.3114,-101.0116
53127,Wilton,North Dakota,ND,McLean,47.1709,-100.7944
53128,Benedict,North Dakota,ND,McLean,47.7865,-101.0579
53129,Butte,North Dakota,ND,McLean,47.8119,-100.6604
53130,Max,North Dakota,ND,McLean,47.8156,-101.2932
53132,Roseglen,North Dakota,ND,McLean,47.696,-101.822
53137,Ruso,North Dakota,ND,McLean,47.7622,-100.8754
53138,Beulah,North Dakota,ND,Mercer,47.2707,-101.8075
53139,Golden Valley,North Dakota,ND,Mercer,47.2938,-102.0612
53140,Hazen,North Dakota,ND,Mercer,47.3271,-101.6107
53141,Stanton,North Dakota,ND,Mercer,47.3128,-101.3899
