18.991,19.1663,18.1149,18.4654,19.3415,19.6919,24.7733,25.6494,26.7007,26.876,27.2264,27.4016,27.5768,27.7521,27.9273,28.2777,28.4529,28.6282,28.8034,28.9786,29.1538,30.0299,31.0812,32.1326,33.0087,34.06,35.1113,36.1626,37.0387,38.0901,39.1414,40.0175,41.0688,42.1201,43.1714,44.0476,45.0989,46.1502,47.0263,48.0776,49.1289,51.582,52.1077,55.0864,55.4369,55.6121,55.7873,56.1378,57.0139,58.0652,59.1165,60.1678,61.0439,62.0952,63.1466,64.0227,65.074,66.1253,67.0014,68.0527,69.1041,19.8671,20.0424,20.7432,21.4441,25.299,26.1751,26.5255,27.0512,28.1025,29.8547,29.329,29.5043,30.5556,30.2051,30.3804,30.906,31.4317,31.7821,32.3078,32.483,32.8335,32.8334,32.6582,33.1839,33.3591,33.5343,33.7096,33.8848,34.2352,34.4104,34.9361,34.5857,34.7609,35.2865,35.4618,35.637,35.9874,35.8122,36.3379,36.5131,36.6883,36.8635,37.214,37.3892,37.5644,37.7396,37.9148,38.2653,38.4405,38.6157,38.7909,38.9662,39.3166,39.4918,39.667,39.8423,40.1927,40.3679,40.5431,40.7184,40.8936,41.244,41.4192,41.5945,41.7697,41.9449,42.2953,42.4706,42.6458,42.821,42.9962,43.3467,43.5219,43.6971,43.8723,44.2228,44.398,44.5732,44.7484,44.9237,45.2741,45.4493,45.6245,45.7998,45.975,46.3254,46.5006,46.6759,46.8511,47.2015,47.3767,47.552,47.7272,47.9024,48.2528,48.4281,48.6033,48.7785,48.9537,49.4794,55.9625,56.313,56.4882,56.6634,56.8386,57.1891,57.3643,57.5395,57.7147,57.89,58.2404,58.4156,58.5908,58.7661,58.9413,59.2917,59.4669,59.6422,59.8174,59.9926,60.343,60.5183,60.6935,60.8687,61.2191,61.3944,61.5696,61.7448,61.92,62.2705,62.4457,62.6209,62.7961,62.9713,63.3218,63.497,63.6722,63.8474,64.1979,64.3731,64.5483,64.7235,64.7236,64.8988,65.2492,65.4244,65.5997,65.7749,65.9501,66.3005,66.4758,66.651,66.8262,67.1766,67.3519,67.5271,67.7023,67.8775,68.228,68.4032,68.5784,68.9288,69.4545,69.6297,69.8049,69.9802,20.2176,21.6193,24.5981,25.9999,25.8246,25.4742,26.3503,29.6795,30.7308,31.6069,31.9573,31.2565
-124.3993,-124.0201,-123.4515,-123.0723,-122.6932,-122.1246,-122.5037,-121.1768,-121.7454,-120.7976,-120.6081,-120.229,-119.2812,-119.8498,-118.3334,-118.5229,-117.0065,-116.6273,-116.0587,-116.4378,-115.1109,-114.1631,-114.5422,-114.7318,-113.784,-113.2153,-113.5944,-112.2675,-112.8362,-111.3197,-111.8884,-110.3719,-110.9406,-109.9928,-109.4241,-109.045,-108.4763,-108.0972,-107.1494,-107.5285,-107.7181,-106.2016,-106.5807,-106.7703,-105.8225,-105.2538,-104.306,-104.8747,-104.6852,-103.9269,-103.7374,-103.3582,-102.0313,-102.7896,-102.4104,-101.0835,-100.5149,-99.7566,-98.8088,-98.2402,-97.2924,-97.6715,-97.861,-96.7237,-96.9132,-95.7759,-95.3968,-95.9655,-95.0177,-94.0699,-94.449,-93.5012,-93.6907,-92.1743,-92.5534,-91.6056,-90.2787,-90.6578,-89.71,-89.8996,-89.3309,-88.3831,-88.9518,-87.4353,-86.4875,-85.1606,-85.5397,-84.5919,-84.2128,-83.265,-83.6441,-82.6963,-82.8859,-81.3694,-81.7486,-80.9903,-80.4216,-80.8008,-80.0425,-79.0947,-79.853,-78.5261,-78.1469,-77.5783,-77.1991,-76.6305,-76.2513,-75.6827,-75.3036,-74.7349,-74.3558,-73.408,-73.7871,-72.4602,-72.8393,-72.0811,-71.1333,-71.8915,-70.1855,-69.6168,-69.2377,-68.2899,-67.7212,-165.5335,-165.7231,-165.9126,-164.7753,-164.5857,-164.3961,-164.2066,-164.9648,-163.0692,-163.2588,-163.8275,-162.1214,-162.311,-162.5006,-162.6901,-162.8797,-161.9319,-161.7423,-161.5528,-161.3632,-160.9841,-160.2258,-160.7945,-160.0363,-160.605,-159.8467,-159.6572,-159.4676,-159.0885,-158.3303,-158.5198,-158.8989,-157.3825,-157.0034,-157.572,-157.1929,-157.7616,-156.6242,-156.4347,-156.8138,-156.0556,-156.2451,-154.7286,-154.5391,-154.9182,-153.4017,-153.2122,-153.0226,-152.6435,-152.0748,-151.5061,-151.6957,-151.127,-151.8853,-150.7479,-150.3688,-150.1792,-150.9375,-149.421,-149.6106,-149.9897,-149.8001,-149.0419,-148.8523,-148.6628,-148.2837,-148.0941,-148.4732,-147.1463,-147.3359,-147.5254,-147.715,-147.9045,-146.3881,-146.9567,-146.0089,-146.1985,-146.5776,-145.8194,-145.0612,-145.6298,-145.4403,-146.7672,-144.1134,-144.3029,-144.4925,-144.682,-144.8716,-143.3551,-143.5447,-143.7342,-143.9238,-143.1656,-142.976,-142.5969,-142.7864,-142.2178,-142.0282,-141.6491,-141.0804,-141.8387,-141.4595,-142.4073,-140.8909,-141.27,-136.1519,-135.2041,-135.3937,-135.5832,-134.0667,-134.4459,-134.825,-134.6354,-133.119,-133.6876,-133.8772,-132.1712,-132.5503,-131.9816,-123.2619,-123.8306,-121.935,-121.3663,-120.0394,-120.9872,-119.6603,-117.196,-116.2482,-116.6274,-116.8169,-115.8691,-115.6796,-114.3526,-113.9735,-113.4049,-112.0779,-112.4571,-112.6466,-111.1301,-111.6988,-111.5093,-110.1824,-110.5615,-110.751,-109.2346,-109.8032,-109.6137,-108.2868,-108.6659,-108.8554,-107.339,-107.9077,-106.3912,-106.9599,-105.4434,-105.6329,-105.0643,-104.1165,-104.4956,-103.1687,-102.2209,-102.6,-101.6522,-98.9984,-98.0506,-97.1028,-97.4819,-96.5341,-95.2072,-95.5863,-94.6385,-94.2594,-93.8803,-93.3116,-92.9325,-92.3638,-91.7952,-91.0369,-91.9847,-91.416,-90.4682,-90.4683,-90.8474,-89.5205,-88.7622,-88.5727,-87.2458,-87.6249,-87.8144,-86.298,-86.8666,-86.6771,-85.3502,-85.7293,-85.9188,-84.971,-84.4024,-84.0233,-83.0755,-83.4546,-82.5068,-82.1277,-81.559,-81.1799,-80.6112,-80.2321,-79.2843,-78.7156,-78.3365,-77.9574,-77.3887,-77.0096,-76.82,-75.4931,-75.114,-74.5453,-74.1662,-73.0289,-73.2184,-73.5975,-72.6497,-71.7019,-71.3228,-70.7541,-70.375,-70.9437,-69.8064,-69.0481,-69.4272,-68.1003,-68.4794,-68.8586,-67.1525,-67.9108,-67.5316,-178.8026,-173.3054,-170.2725,-166.1022,-165.1544,-165.3439,-163.6379,-163.4483,-161.1736,-160.4154,-159.2781,-158.1407,-157.9511,-158.7094,-155.4869,-155.6764,-155.2973,-155.866,-155.1078,-153.5913,-153.9704,-154.16,-153.7809,-154.3495,-152.2644,-152.4539,-152.8331,-151.3166,-150.5584,-149.2314,-139.564,-138.4266,-145.2507,-136.3415,-135.0145,-134.2563,-133.3085,-132.7398,-131.4129,-131.6025,-129.8965,-131.792,-130.8443,-131.0338,-132.9294,-124.2097,-123.641,-122.3141,-121.5559,-122.8828,-119.0916,-118.9021,-117.7647,-117.5751,-115.49,-114.9213,-118.1438,-120.4185,-119.4707,-117.3856,-118.7125,-117.9543,-115.3004,-106.0121,-107.9076,-113.0257,-103.5478,-102.9791,-101.4627,-101.8418,-101.2731,-100.894,-100.3253,-100.1357,-100.7044,-99.188,-99.3775,-99.5671,-99.9462,-98.4297,-98.6193,-96.3446,-96.155,-88.1935,-94.8281,-93.1221,-92.743,-91.2265,-90.0891,-89.1413,-88.004,-87.0562,-86.1084,-76.0618,-84.7815,-83.8337,-82.3172,-81.9381,-79.6634,-79.4738,-78.9052,-77.7678,-76.4409,-75.8722,-74.9244,-73.9766,-72.2706,-71.5124,-70.5646,-69.9959,-68.669,-67.3421,-66.963
